0.016522,0,0
0.033179,0,0
0.0498,0,0
0.067158,0,0
0.083732,0,0
0.100346,0,0
0.117002,0,0
0.133463,0,0
0.149944,0,0
0.166574,0,0
0.18331,0,0
0.200002,0,0
0.216659,0,0
0.23321,0,0
0.250024,0,0
0.26666,0,0
0.283454,0,0
0.300436,0,0
0.316884,0,0
0.333373,0,0
0.349956,0,0
0.366696,0,0
0.383281,0,0
0.400064,0,0
0.416658,0,0
0.433387,0,0
0.450058,0,0
0.466833,0,0
0.483511,0,0
0.500507,0,0
0.516954,0.0274361,0.192145
0.533535,0.0274361,0.380383
0.550146,0.0274361,0.678426
0.566752,0.0274361,0.811762
0.583431,0.0274361,0.898038
0.600134,0.0274361,0.945097
0.616837,0.0274361,0.984313
0.633443,0.0274361,1
0.650196,0.0274361,1
0.666821,0.0274361,1
0.683696,0.0274361,1
0.700169,0.0274361,1
0.716931,0.0274361,1
0.733508,0.0274361,1
0.750351,0.0274361,1
0.767018,0.0274361,1
0.783466,0.0274361,1
0.800102,0.0274361,1
0.816774,0.0274361,1
0.8339,0.0274361,1
0.850214,0.0274361,1
0.866927,0.0274361,1
0.883501,0.0274361,1
0.90026,0.0431227,1
0.917123,0.0823389,1
0.93372,0.113712,1
0.950373,0.160772,1
0.966962,0.223518,1
0.983581,0.27842,1
1.00018,0.333323,1
1.01716,0.380383,1
1.03375,0.403912,1
1.05028,0.419599,1
1.06719,0.435286,1
1.08363,0.450972,1
1.10033,0.474502,1
1.11709,0.505875,1
1.13413,0.552934,1
1.15077,0.568621,1
1.16711,0.576464,1
1.18357,0.584307,1
1.20032,0.584307,1
1.21733,0.592151,1
1.23361,0.592151,1
1.25041,0.592151,1
1.26709,0.592151,1
1.28368,0.592151,0.913724
1.30044,0.435286,0.756859
1.31702,0.215674,0.388226
1.3338,0.0666524,0.145085
1.35067,0,0
1.36716,0,0
1.38394,0,0
1.40068,0,0
1.41717,0,0
1.43367,0,0
1.45031,0,0
1.46712,0,0
1.48396,0,0
1.5006,0,0
1.51722,0,0
1.53381,0,0
1.55151,0,0
1.56782,0,0
1.58387,0,0
1.60085,0,0
1.61722,0,0
1.63382,0,0
1.6504,0,0
1.66712,0,0
1.68406,0,0
1.70045,0,0
1.71729,0,0
1.7339,0,0
1.75056,0,0
1.76734,0,0
1.78428,0,0
1.801,0,0
1.81748,0,0
1.83408,0,0
1.85076,0,0
1.86733,0,0
1.88398,0,0
1.90071,0,0
1.91731,0,0
1.93391,0,0
1.95064,0,0
1.96777,0,0
1.98412,0,0
2.0013,0,0
2.01742,0,0
2.03447,0,0
2.0506,0,0
2.06724,0,0
2.08389,0,0
2.10062,0,0
